"Patient","bin","logI.avg"
0,4175,0.0033820887549308
0,4176,0.0260540838759181
0,4177,0.00378241363653281
0,4178,0.011941420097654
0,4179,0.0745452701344342
0,4180,0.00254099207130011
0,4181,0.0422923582658037
0,4182,6.62180471314774
0,4183,0.0710424558988583
0,4184,0.00160713134790183
0,4185,0.028053626344322
0,4186,0.0178441996094793
0,4187,0.000568699195231813
0,4189,0.000559585989017722
0,4190,0.0187442563672275
0,4194,0.00155469244222466
0,4195,0.00572088565871354
0,4197,0.00544318172426199
0,4198,0.347095125322287
0,4199,0.0104625858378556
0,4200,0.0206306772097078
0,4201,0.00555678057094275
0,4202,0.0498952158755825
0,4203,0.00189051143576622
0,4204,0.000875541372411631
0,4206,0.00835415897659447
0,4208,0.000412015735951072
0,4209,0.000426951229018089
0,4210,0.0097346673052075
0,4211,0.000471425286325575
0,4213,0.000914630284673442
0,4214,0.16346372992472
0,4215,0.0167644314204483
0,4216,0.00121293538374084
0,4217,0.0016398865454871
0,4218,0.215101579317247
0,4219,0.0360754450221063
0,4220,0.00167298348382973
0,4221,0.02460079578322
0,4222,4.28535961143092
0,4223,0.0261057359744713
0,4224,0.00180248314761861
0,4225,0.0154086553350207
0,4226,0.138277633136349
0,4227,0.00284550146318439
0,4229,0.00323698529937224
0,4230,0.335212417986951
0,4231,0.00478159260810105
0,4233,0.00213533938776049
0,4234,0.264172191926591
0,4235,0.00438004815660925
0,4236,0.000646557799859218
0,4237,0.0202626673213628
0,4238,0.395751965137856
0,4239,0.0185966537671508
0,4240,0.560577386843398
0,4241,0.025925401329507
0,4242,0.183128511126702
0,4243,0.00704099904938015
0,4245,0.000997826356556578
0,4246,0.0447041053972068
0,4247,0.011391588495597
0,4248,0.00109200759600933
0,4249,0.00219763005897333
0,4250,0.0736656395803263
0,4251,0.00453949555667482
0,4253,0.00327512256635357
0,4254,0.0173118890485043
0,4255,0.000677606570809191
0,4256,0.000423795534437093
0,4258,0.0250523988950554
0,4259,0.0046833994357452
0,4261,0.0159763045452123
0,4262,0.15329487860441
0,4263,0.00718011803896635
0,4264,0.692259474870567
0,4265,0.0305852553608109
0,4266,0.114930346166353
0,4267,0.0177708390873226
0,4268,0.00416850598902955
0,4269,0.00904360777386653
0,4270,0.9448730715922
0,4271,0.00671700391344745
0,4272,0.000913727628364517
0,4273,0.00325462938616089
0,4274,0.0357829129026701
0,4275,0.00295482092711279
0,4276,0.00616599669063041
0,4277,0.000496148022482512
0,4278,0.626427301139373
0,4279,0.606670241594925
0,4280,0.0196923142957678
0,4281,0.00422491092115194
